一,1,1,introduction1,1
二,1,1,introduction1,2
三,1,1,introduction1,3
六,1,1,introduction1,4
八,1,1,introduction1,5
十,1,1,introduction1,6
工,1,1,introduction1,7
王,1,1,introduction1,8
上,1,1,introduction1,9
下,1,1,introduction1,10
人,1,1,introduction1,11
个,1,1,introduction1,12
木,1,1,introduction1,13
不,1,1,introduction1,14
大,1,1,introduction1,15
太,1,1,introduction1,16
天,1,1,introduction1,17
夫,1,1,introduction1,18
午,1,1,introduction1,19
牛,1,1,introduction1,20
羊,1,1,introduction1,21
半,1,1,introduction1,22
生,1,1,introduction1,23
少,1,1,introduction1,24
火,1,1,introduction1,25
四,1,2,introduction2,1
五,1,2,introduction2,2
七,1,2,introduction2,3
九,1,2,introduction2,4
口,1,2,introduction2,5
日,1,2,introduction2,6
文,1,2,introduction2,7
中,1,2,introduction2,8
白,1,2,introduction2,9
小,1,2,introduction2,10
心,1,2,introduction2,11
手,1,2,introduction2,12
子,1,2,introduction2,13
水,1,2,introduction2,14
刀,1,2,introduction2,15
力,1,2,introduction2,16
门,1,2,introduction2,17
月,1,2,introduction2,18
儿,1,2,introduction2,19
几,1,2,introduction2,20
也,1,2,introduction2,21
巴,1,2,introduction2,22
山,1,2,introduction2,23
马,1,2,introduction2,24
女,1,2,introduction2,25
车,1,2,introduction2,26
老,1,2,introduction2,27
是,1,2,introduction2,28
国,1,2,introduction2,29
我,1,2,introduction2,30
很,1,2,introduction2,31
你,1,3,1,1
们,1,3,1,2
好,1,3,1,3
姓,1,3,1,4
叫,1,3,1,5
北,1,3,1,6
京,1,3,1,7
家,1,3,1,8
在,1,3,1,9
说,1,3,1,10
汉,1,3,1,11
语,1,3,1,12
会,1,3,1,13
法,1,3,1,14
学,1,3,1,15
爸,1,3,1,16
师,1,3,1,17
妈,1,3,1,18
认,1,3,1,19
识,1,3,1,20
她,1,3,1,21
他,1,3,1,22
的,1,3,1,23
朋,1,3,1,24
友,1,3,1,25
住,1,3,1,26
都,1,3,1,27
什,1,3,1,28
么,1,3,1,29
哪,1,3,1,30
吗,1,3,1,31
呢,1,3,1,32
谁,1,3,1,33
有,1,4,2,1
哥,1,4,2,2
和,1,4,2,3
还,1,4,2,4
只,1,4,2,5
黑,1,4,2,6
狗,1,4,2,7
花,1,4,2,8
猫,1,4,2,9
父,1,4,2,10
亲,1,4,2,11
名,1,4,2,12
忙,1,4,2,13
母,1,4,2,14
高,1,4,2,15
胖,1,4,2,16
同,1,4,2,17
票,1,4,2,18
亮,1,4,2,19
本,1,4,2,20
英,1,4,2,21
字,1,4,2,22
看,1,4,2,23
这,1,4,2,24
房,1,4,2,25
间,1,4,2,26
园,1,4,2,27
非,1,4,2,28
常,1,4,2,29
张,1,4,2,30
桌,1,4,2,31
两,1,4,2,32
把,1,4,2,33
椅,1,4,2,34
床,1,4,2,35
没,1,4,2,36
那,1,4,2,37
喜,1,5,3,1
欢,1,5,3,2
蓝,1,5,3,3
红,1,5,3,4
李,1,5,3,5
姐,1,5,3,6
今,1,5,3,7
想,1,5,3,8
送,1,5,3,9
件,1,5,3,10
礼,1,5,3,11
物,1,5,3,12
起,1,5,3,13
去,1,5,3,14
商,1,5,3,15
店,1,5,3,16
买,1,5,3,17
知,1,5,3,18
道,1,5,3,19
爱,1,5,3,20
听,1,5,3,21
音,1,5,3,22
乐,1,5,3,23
书,1,5,3,24
唱,1,5,3,25
片,1,5,3,26
给,1,5,3,27
包,1,5,3,28
吧,1,5,3,29
里,1,5,3,30
多,1,5,3,31
绿,1,5,3,32
黄,1,5,3,33
问,1,5,3,34
更,1,5,3,35
公,1,6,4,1
司,1,6,4,2
作,1,6,4,3
做,1,6,4,4
离,1,6,4,5
远,1,6,4,6
每,1,6,4,7
早,1,6,4,8
点,1,6,4,9
饭,1,6,4,10
喝,1,6,4,12
杯,1,6,4,13
茶,1,6,4,14
吃,1,6,4,15
差,1,6,4,16
分,1,6,4,17
出,1,6,4,18
坐,1,6,4,19
地,1,6,4,20
铁,1,6,4,21
班,1,6,4,22
星,1,6,4,23
期,1,6,4,24
到,1,6,4,25
以,1,6,4,26
后,1,6,4,27
开,1,6,4,28
始,1,6,4,29
刻,1,6,4,30
先,1,6,4,31
约,1,6,4,32
事,1,6,4,33
晚,1,6,4,34
男,1,6,4,35
前,1,6,4,36
时,1,6,4,37
怎,1,6,4,38
候,1,6,4,39
海,1,7,5,1
要,1,7,5,2
请,1,7,5,3
些,1,7,5,4
来,1,7,5,5
玩,1,7,5,6
江,1,7,5,7
打,1,7,5,8
电,1,7,5,9
话,1,7,5,10
参,1,7,5,11
加,1,7,5,12
能,1,7,5,13
定,1,7,5,14
帮,1,7,5,15
让,1,7,5,16
跟,1,7,5,17
了,1,7,5,18
级,1,7,5,19
市,1,7,5,20
场,1,7,5,21
东,1,7,5,22
西,1,7,5,23
菜,1,7,5,24
准,1,7,5,25
备,1,7,5,26
对,1,7,5,27
应,1,7,5,28
该,1,7,5,29
面,1,7,5,30
酒,1,7,5,31
奶,1,7,5,32
得,1,7,5,33
